"gender","title","discipline","last_published","academia_length","phd_dissertation","bat_1","bat_2","bat_3","bat_4","ppqr_1","ppqr_2","ppqr_3","ppqr_4","ppqr_5","ppqr_6","ppqr_7","ppqr_8","ppqr_9","ppqr_10","ppqr_11","ppqr_12","ppqr_13","ppqr_14","ppqr_15","ppqr_16","ppqr_17","ppqr_18","jis_1","jis_2","jis_3","jis_4","wlbm_1","wlbm_2","wlbm_3","wlbm_4","copsoq_workload_1","copsoq_workload_2","copsoq_workload_3","copsoq_workload_4","copsoq_soc_sup_1","copsoq_soc_sup_2","copsoq_soc_sup_3","copsoq_soc_sup_4","copsoq_soc_sup_5","copsoq_soc_sup_6","copsoq_oppor_1","copsoq_oppor_2","copsoq_oppor_3","qrp_attitude_1","qrp_attitude_2","qrp_attitude_3","qrp_attitude_4","qrp_attitude_5","qrp_attitude_6","qrp_attitude_7","qrp_attitude_8","copsoq_infl_1","copsoq_infl_2","copsoq_infl_3","copsoq_infl_4","copsoq_infl_5","copsoq_infl_6","copsoq_meaning_1","copsoq_meaning_2","role_ambiguity_1","role_ambiguity_2","role_ambiguity_3","role_ambiguity_4","role_ambiguity_5","role_ambiguity_6","role_ambiguity_7","role_ambiguity_8","role_ambiguity_9","role_ambiguity_10","role_ambiguity_11","role_ambiguity_12","pay_satisfaction_1","pay_satisfaction_2","tool_satisfaction_1","tool_satisfaction_2","general_satisfaction_1","general_satisfaction_2","anonym_id"
"Woman","Assistant Professor","Non-STEM","This year","6-10 years","","Never","Never","Rarely","Rarely","Disagree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Always","Always","Always","Never","Always","Always","Rarely","Always","Always","Always","Often","Always","Always","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Often","Often","Sometimes","Always","Always","Always","Often","Often","Agree","Disagree","Strongly agree","Slightly disagree","Slightly agree","Slightly disagree","Strongly agree","Disagree","Agree","Agree","Slightly disagree","Strongly disagree","Very dissatisfied","Dissatisfied","Very dissatisfied","Very satisfied","Slightly satisfied","Slightly satisfied",180
"Man","PhD student","Non-STEM","This year","1-5 years","3-4 articles","Often","Rarely","Sometimes","Sometimes","Disagree","Agree","Agree","Neither agree nor disagree","Agree","Agree","Neither agree nor disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Agree","Agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Often","Often","Often","Sometimes","Always","Always","Often","Often","Always","Always","Often","Often","Always","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Often","Sometimes","Sometimes","Often","Often","Often","Often","Often","Slightly disagree","Disagree","Slightly disagree","Slightly disagree","Slightly agree","Slightly disagree","Neither agree nor disagree","Neither agree nor disagree","Slightly disagree","Slightly disagree","Neither agree nor disagree","Slightly disagree","Slightly satisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied","Satisfied","Satisfied",181
"Woman","Assistant Professor","STEM (science, technology, engineering, mathematics)","In the last year","6-10 years","","Often","Sometimes","Sometimes","Often","Disagree","Disagree","Agree","Neither agree nor disagree","Agree","Disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Strongly agree","Disagree","Strongly disagree","Agree","Strongly disagree","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Often","Sometimes","Often","Rarely","Always","Always","Sometimes","Always","Always","Often","Often","Always","Always","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Always","Always","Often","Always","Sometimes","Always","Sometimes","Sometimes","Strongly disagree","Disagree","Slightly disagree","Agree","Slightly agree","Slightly disagree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Very satisfied","Very satisfied","Very dissatisfied","Slightly satisfied","Slightly satisfied","Slightly satisfied",182
"Man","Full Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Never","Rarely","Rarely","Disagree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Often","Often","Often","Never","Sometimes","Sometimes","Rarely","Often","Often","Often","Always","Always","Always","Completely unacceptable","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Always","Sometimes","Always","Sometimes","Always","Always","Always","Strongly disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Slightly disagree","Agree","Neither agree nor disagree","Agree","Slightly agree","Neither agree nor disagree","Disagree","Very satisfied","Very satisfied","Dissatisfied","Dissatisfied","Slightly satisfied","Slightly satisfied",183
"Man","Post Doc","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Rarely","Never","Rarely","Never","Disagree","Strongly disagree","Agree","Strongly disagree","Agree","Agree","Strongly disagree","Agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Strongly agree","Agree","Strongly agree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Sometimes","Never","Rarely","Often","Always","Always","Often","Always","Always","Often","Always","Always","Always","Completely unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Always","Always","Often","Always","Always","Always","Always","Always","Slightly agree","Slightly disagree","Agree","Agree","Disagree","Strongly agree","Disagree","Agree","Disagree","Disagree","Agree","Strongly disagree","Dissatisfied","Dissatisfied","Dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Slightly satisfied",184
"Man","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Often","Sometimes","Rarely","Sometimes","Strongly disagree","Disagree","Strongly agree","Neither agree nor disagree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","Neither agree nor disagree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Neither agree nor disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Sometimes","Sometimes","Sometimes","Sometimes","Always","Always","Often","Often","Always","Sometimes","Often","Often","Often","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Completely unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Always","Always","Often","Always","Often","Always","Often","Often","Slightly disagree","Agree","Slightly disagree","Agree","Slightly agree","Neither agree nor disagree","Strongly agree","Disagree","Slightly disagree","Slightly agree","Disagree","Disagree","Slightly dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Slightly satisfied","Satisfied","Slightly satisfied",185
"Man","Post Doc","Non-STEM","This year","1-5 years","","Rarely","Rarely","Rarely","Sometimes","Neither agree nor disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Strongly disagree","Strongly disagree","Disagree","Disagree","Agree","Disagree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Rarely","Rarely","Sometimes","Often","Always","Always","Always","Always","Always","Often","Always","Always","Always","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Somewhat unacceptable","Always","Often","Sometimes","Often","Often","Always","Often","Often","Slightly agree","Disagree","Disagree","Slightly agree","Disagree","Slightly agree","Slightly agree","Disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied",186
"Man","Associate Professor","Non-STEM","In the last year","More than 10 years","","Rarely","Rarely","Never","Never","Disagree","Disagree","Disagree","Disagree","Agree","Neither agree nor disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly disagree","Somewhat agree","Neither agree nor disagree","Strongly disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly agree","Often","Often","Often","Rarely","Often","Often","Rarely","Always","Always","Always","Always","Always","Always","Somewhat unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Neither acceptable or unacceptable","Completely unacceptable","Always","Sometimes","Sometimes","Always","Always","Always","Always","Always","Agree","Slightly agree","Slightly disagree","Agree","Slightly disagree","Agree","Slightly agree","Slightly disagree","Strongly disagree","Strongly disagree","Slightly disagree","Neither agree nor disagree","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Slightly satisfied","Satisfied","Satisfied","Satisfied",187
"Woman","Associate Professor","STEM (science, technology, engineering, mathematics)","This year","More than 10 years","","Sometimes","Rarely","Rarely","Rarely","Disagree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Neither agree nor disagree","Disagree","Agree","Disagree","Neither agree nor disagree","Agree","Agree","Disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly disagree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Sometimes","Sometimes","Rarely","Often","Always","Always","Always","Sometimes","Sometimes","Rarely","Always","Always","Always","Completely unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat unacceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Always","Often","Sometimes","Often","Often","Always","Often","Often","Strongly agree","Slightly agree","Slightly disagree","Strongly agree","Strongly disagree","Agree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Slightly agree","Strongly disagree","Slightly dissatisfied","Slightly dissatisfied","Satisfied","Satisfied","Satisfied","Slightly satisfied",189
"Woman","Full Professor","STEM (science, technology, engineering, mathematics)","In the last year","1-5 years","","Sometimes","Rarely","Sometimes","Sometimes","Disagree","Neither agree nor disagree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Agree","Agree","Agree","Disagree","Strongly agree","Neither agree nor disagree","Strongly disagree","Strongly agree","Somewhat disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Rarely","Sometimes","Rarely","Often","Rarely","Rarely","Rarely","Often","Often","Often","Often","Often","Often","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Completely unacceptable","Completely unacceptable","Somewhat acceptable","Often","Rarely","Often","Often","Often","Often","Sometimes","Sometimes","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Agree","Disagree","Neither agree nor disagree","Disagree","Disagree","Disagree","Disagree","Slightly satisfied","Satisfied","Slightly satisfied","Slightly dissatisfied","Slightly dissatisfied","Slightly dissatisfied",190
"Woman","Associate Professor","Non-STEM","In the last year","More than 10 years","","Sometimes","Rarely","Never","Sometimes","Strongly disagree","Strongly agree","Agree","Strongly disagree","Disagree","Disagree","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","Strongly disagree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat disagree","Always","Often","Often","Rarely","Always","Often","Often","Often","Often","Often","Always","Always","Always","Completely acceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Neither acceptable or unacceptable","Somewhat unacceptable","Somewhat unacceptable","Somewhat unacceptable","Always","Always","Sometimes","Often","Always","Always","Always","Always","Slightly agree","Agree","Disagree","Disagree","Agree","Disagree","Agree","Disagree","Slightly agree","Slightly disagree","Disagree","Strongly disagree","Satisfied","Satisfied","Very satisfied","Very satisfied","Very satisfied","Very satisfied",191
